Tipo_Acero_Limpio,Grado_Acero,Ciclo,Familia,Muestra_Probeta_Temp,Muestra,Test type,Muestra_Temp_TestType_Index,Tipo de muestra (Sin °C),Tubo,Alarg Max Req (merged),Alarg Min Req (merged),Alarg. Obt. (%) (merged),Fluencia 0.2% Obt (merged),Fluencia 0.5% Obt (merged),Fluencia 0.6% Obt (merged),Fluencia 0.7% Obt (merged),Fluencia Max Req (merged),Fluencia Min Req (merged),Fluencia Offset Obt (merged),Rotura Max Req (merged),Rotura Min Req (merged),Rotura Obt (merged),Dureza Ind. Máx. Obt 1 (merged),Dureza Ind. Max. Req (merged),Dureza Ind. Mín. Obt 1 (merged),Dureza Ind. Min. Req (merged),Dureza Prom. Máx. Obt 1 (merged),Dureza Prom. Max. Req (merged),Dureza Prom. Mín. Obt 1 (merged),Dureza Prom. Mín. Req (merged),Area Dúctil Indiv. Max. Req (%) (merged),Area Dúctil Indiv. Min. Obt (%) (merged),Area Dúctil Indiv. Min. Req (%) (merged),Area Dúctil Prom. Max. Req (%) (merged),Area Dúctil Prom. Min. Obt (%) (merged),Area Dúctil Prom. Min. Req (%) (merged),Energia Indiv. Max. Req. (J) (merged),Energia Indiv. Min. Obt. (J) (merged),Energia Indiv. Min. Req. (J) (merged),Energia Prom. Max. Req. (J) (merged),Energia Prom. Min. Obt. (J) (merged),Energia Prom. Min. Req. (J) (merged),Temp Ensayo Req (merged),Full File Path,OP,Tipo de probeta,Colada.1
DS710,L80 tipo 1,84850,,4169110-6404657-680,4169110,Charpy,4169110-680-C3,680,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,160,,,165,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/244.48 x 11.99 – DS710 – L80 tipo 1 (84850) - Copy.xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,53748
DS710,L80 tipo 1,84850,,4169110-6404657-680,4169110,Charpy,4169110-680-C2,680,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,160,,,165,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/244.48 x 11.99 – DS710 – L80 tipo 1 (84850).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,53748
DS710,L80 tipo 1,84850,,4169588-6404640-680,4169588,Dureza,4169588-680-D2,680,15,,,,,,,,,,,,,,18.2,24,16.3,,17.83,23,16.9,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/244.48 x 11.99 – DS710 – L80 tipo 1 (84850) - Copy.xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,53748
DS710,L80 tipo 1,84850,,4169588-6404640-680,4169588,Dureza,4169588-680-D1,680,15,,,,,,,,,,,,,,18.2,24,16.3,,17.83,23,16.9,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/244.48 x 11.99 – DS710 – L80 tipo 1 (84850).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,53748
DS710,L80 tipo 1,84850,,4248986-6516945-680,4248986,Tracción,4248986-680-T1,680,15,,19.3,32,,637,638,,655,552,,,655,734,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/244.48 x 11.99 – DS710 – L80 tipo 1 (84850) - 1.xls,,Tracción segmento tubular - 38 mm - API - Temp. Amb.,53748
DS710,L80 tipo 1,84850,,4248986-6516947-680,4248986,Dureza,4248986-680-D1,680,15,,,,,,,,,,,,,,19.8,24,18.6,,19.8,23,18.87,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/244.48 x 11.99 – DS710 – L80 tipo 1 (84850) - 1.xls,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,53748
DS710,L80 tipo 1,84850,,4248986-6516949-680,4248986,Charpy,4248986-680-C1,680,15,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,182,,,188,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/244.48 x 11.99 – DS710 – L80 tipo 1 (84850) - 1.xls,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,53748
DS710,L80 tipo 1,87298,,4120106-6334152-690,4120106,Tracción,4120106-690-T1,690,15,,14.9,24.5,,571,571,,655,552,572,,655,662,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/88.90 x 6.45 – DS710 – L80 tipo 1 (87298).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,22155
DS710,L80 tipo 1,87298,,4120106-6334154-690,4120106,Dureza,4120106-690-D1,690,15,,,,,,,,,,,,,,17,,17,,16.93,,16.93,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/88.90 x 6.45 – DS710 – L80 tipo 1 (87298).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,22155
DS710,L80 tipo 1,87298,,4120106-6334156-690,4120106,Charpy,4120106-690-C1,690,15,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,100,,,104,14.85,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/88.90 x 6.45 – DS710 – L80 tipo 1 (87298).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,22155
DS710,L80 tipo 1,87298,,4120107-6334134-710,4120107,Tracción,4120107-710-T1,710,15,,14.9,28,,539,540,,655,552,538,,655,632,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/88.90 x 6.45 – DS710 – L80 tipo 1 (87298).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,22155
DS710,L80 tipo 1,87298,,4120107-6334136-710,4120107,Dureza,4120107-710-D1,710,15,,,,,,,,,,,,,,15.6,,15.6,,15.53,23,15.53,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/88.90 x 6.45 – DS710 – L80 tipo 1 (87298).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,22155
DS710,L80 tipo 1,87298,,4120107-6334138-710,4120107,Charpy,4120107-710-C1,710,15,,,,,,,,,,,,,,,,,,,,,,,100,75,,100,,,103,,,115,14.85,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS710/88.90 x 6.45 – DS710 – L80 tipo 1 (87298).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,22155
DS742,13-5-2 95,87167,TN95 Super Cr13,3934903-6052607-570,3934903,Tracción,3934903-570-T1,570,45,,,24.9,719.647,,,,758,655,,,724,822.454,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934903-6052609-570,3934903,Dureza,3934903-570-D1,570,45,,,,,,,,,,,,,,26.4,30,25.5,,25.87,28,25.87,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934903-6052611-570,3934903,Charpy,3934903-570-C2,570,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,49,,,50,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934903-6052612-570,3934903,Charpy,3934903-570-C1,570,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,48,,,50,,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934904-6052614-580,3934904,Tracción,3934904-580-T1,580,45,,,22.5,694.697,,,,758,655,,,724,809.306,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934904-6052616-580,3934904,Dureza,3934904-580-D1,580,45,,,,,,,,,,,,,,25.7,30,25,,25.4,28,25.4,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934904-6052618-580,3934904,Charpy,3934904-580-C2,580,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,50,,,51,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934904-6052619-580,3934904,Charpy,3934904-580-C1,580,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,50,,,51,,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,3067,TN95 Super Cr13,4030881-6198892-580,4030881,Tracción,4030881-580-T1,580,45,,,33.5,715,,,,758,655,,,724,825,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030881-6198893-580,4030881,Dureza,4030881-580-D1,580,45,,,,,,,,,,,,,,26.9,30,21.4,,26.33,28,22.87,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030881-6198895-580,4030881,Charpy,4030881-580-C1,580,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,104,,,109,40,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030881-6198896-580,4030881,Charpy,4030881-580-C2,580,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,109,,,110,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030881-6199857-580,4030881,Dureza,4030881-580-D2,580,45,,,,,,,,,,,,,,26.7,30,25,,26.53,28,25.37,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4404
DS742,13-5-2 95,87167,TN95 Super Cr13,3937827-6057639-585,3937827,Tracción,3937827-585-T1,585,45,,,20.6,694.531,,,,758,655,,,724,805.865,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3937827-6057641-585,3937827,Dureza,3937827-585-D1,585,45,,,,,,,,,,,,,,25.7,30,25.3,,25.5,28,25.5,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3937827-6057643-585,3937827,Charpy,3937827-585-C2,585,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,50,,,52,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3937827-6057644-585,3937827,Charpy,3937827-585-C1,585,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,48,,,50,,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934905-6052644-590,3934905,Tracción,3934905-590-T1,590,45,,,24.9,662.885,,,,758,655,,,724,806.423,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934905-6052646-590,3934905,Dureza,3934905-590-D1,590,45,,,,,,,,,,,,,,25.3,30,24.5,,24.9,28,24.9,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934905-6052648-590,3934905,Charpy,3934905-590-C2,590,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,50,,,52,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934905-6052649-590,3934905,Charpy,3934905-590-C1,590,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,49,,,50,,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,3067,TN95 Super Cr13,4030882-6198860-590,4030882,Tracción,4030882-590-T1,590,45,,,33.5,710,,,,758,655,,,724,822,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030882-6198861-590,4030882,Dureza,4030882-590-D1,590,45,,,,,,,,,,,,,,27.4,30,24.2,,26.93,28,25.47,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030882-6198863-590,4030882,Charpy,4030882-590-C1,590,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,159,,,161,40,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030882-6198864-590,4030882,Charpy,4030882-590-C2,590,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,163,,,170,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS742,13-5-2 95,87167,TN95 Super Cr13,3937828-6057583-595,3937828,Tracción,3937828-595-T1,595,45,,,20.9,663.828,,,,758,655,,,724,789.173,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3937828-6057585-595,3937828,Dureza,3937828-595-D1,595,45,,,,,,,,,,,,,,25.7,30,25.2,,25.43,28,25.43,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3937828-6057587-595,3937828,Charpy,3937828-595-C2,595,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,53,,,53,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3937828-6057588-595,3937828,Charpy,3937828-595-C1,595,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,50,,,51,,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,3067,TN95 Super Cr13,4035431-6207037-595,4035431,Tracción,4035431-595-T1,595,45,,,36.5,686,,,,758,655,,,724,803,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4035431-6207038-595,4035431,Dureza,4035431-595-D1,595,45,,,,,,,,,,,,,,27.2,30,24.5,,26.6,28,25.3,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4035431-6207040-595,4035431,Charpy,4035431-595-C1,595,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,143,,,143,,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4035431-6207041-595,4035431,Charpy,4035431-595-C2,595,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,151,,,154,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS742,13-5-2 95,87167,TN95 Super Cr13,3934906-6052670-600,3934906,Tracción,3934906-600-T1,600,45,,,22.6,658.859,,,,758,655,,,724,806.741,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934906-6052672-600,3934906,Dureza,3934906-600-D1,600,45,,,,,,,,,,,,,,25.7,30,24.5,,24.9,28,24.9,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934906-6052674-600,3934906,Charpy,3934906-600-C2,600,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,51,,,53,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,87167,TN95 Super Cr13,3934906-6052675-600,3934906,Charpy,3934906-600-C1,600,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,52,,,53,,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/73.02 x 5.51 - DS742 - 13-5-2 95 (87167).xlsx,,Charpy V longitudinal - Cuerpo - 3.3 mm - Temp. Amb.,4405
DS742,13-5-2 95,3067,TN95 Super Cr13,4030883-6198869-600,4030883,Tracción,4030883-600-T1,600,45,,,32.5,671,,,,758,655,,,724,808,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030883-6198870-600,4030883,Dureza,4030883-600-D1,600,45,,,,,,,,,,,,,,26.1,30,23.6,,25.47,28,24.27,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030883-6198872-600,4030883,Charpy,4030883-600-C1,600,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,156,,,162,40,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030883-6198873-600,4030883,Charpy,4030883-600-C2,600,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,162,,,165,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030884-6198846-610,4030884,Tracción,4030884-610-T1,610,45,,,34.5,655,,,,758,655,,,724,805,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030884-6198847-610,4030884,Dureza,4030884-610-D1,610,45,,,,,,,,,,,,,,26.4,30,23.7,,26.17,28,25.03,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030884-6198849-610,4030884,Charpy,4030884-610-C1,610,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,157,,,159,40,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS742,13-5-2 95,3067,TN95 Super Cr13,4030884-6198850-610,4030884,Charpy,4030884-610-C2,610,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,159,,,161,,0,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS742/91.00 x 17.13 - DS742 - 13-5-2 95 (3067).xlsx,,Charpy V Transversal - Cuerpo - 10 mm - Temp. Amb.,4404
DS747,13-5-2 95,11815,TN95 Super Cr13,4027191-6189725-580,4027191,Tracción,4027191-580-T1,580,45,,15,25,719,716,,,724,655,,,724,842,,,,,,,,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS747/88.90 x 6.45 - DS747 - 13-5-2 95 (11815).xlsx,,Tracción segmento tubular - 19 mm - API - Temp. Amb.,5605
DS747,13-5-2 95,11815,TN95 Super Cr13,4027191-6189727-580,4027191,Dureza,4027191-580-D1,580,45,,,,,,,,,,,,,,27.4,28,26.9,,27.1,27,27.1,,,,,,,,,,,,,,,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS747/88.90 x 6.45 - DS747 - 13-5-2 95 (11815).xlsx,,Dureza espesor cuerpo - 1 - NO - Temp. Amb.,5605
DS747,13-5-2 95,11815,TN95 Super Cr13,4027191-6189729-580,4027191,Charpy,4027191-580-C1,580,45,,,,,,,,,,,,,,,,,,,,,,,100,,,100,,,78,,,79,22,-10,https://tenaris.sharepoint.com/sites/IndicadoresMPME-AR/Informes/Curvas de Revenido/DS747/88.90 x 6.45 - DS747 - 13-5-2 95 (11815).xlsx,,Charpy V longitudinal - Cuerpo - 5 mm - Temp. Amb.,5605
